"","x"
"1",18
"2",18
"3",18
"4",17
"5",13
"6",7
"7",19
"8",19
"9",17
"10",19
"11",15
"12",19
"13",16
"14",5
"15",18
"16",15
"17",16
"18",19
"19",18
"20",18
"21",18
