"","x"
"1",0.00863664404688464
"2",0.000503854486824205
"3",0.000575643101277208
"4",0.00143830431491294
"5",0.000238312745760019
"6",0.000120177863237592
"7",0.000355271338484768
"8",0
"9",0
"10",0.0214455457021967
"11",0
"12",0.0237732011187389
"13",0.134682155257405
"14",0
"15",0.00219831985553898
"16",0
"17",0
"18",0
"19",0
"20",0.000321629589922273
"21",0.000358406881412123
"22",0
"23",0.0629325259515571
"24",0.00863664404688464
"25",9.57487552661815e-05
"26",0.00215009016507144
"27",0.0108517533957248
"28",7.6283469372187e-05
"29",0
"30",0.000933825714164438
"31",0
"32",0
"33",0.0707335738493495
"34",0
"35",0.00190782805699636
"36",0.0240459581452606
"37",0.000151831467071551
"38",0.00580635796196836
"39",0
"40",8.79159523495538e-05
"41",0.00578987217743731
"42",0.00011001100110011
"43",0.000812347684809098
"44",0.000599263761664241
"45",0
"46",0.00184265752162563
"47",0.000503854486824205
"48",9.57487552661815e-05
"49",0.0249185077870337
"50",0.00274442538593482
"51",0.40669014084507
"52",0.000121528832715562
"53",0.000179107150852998
"54",0
"55",0.0010465724751439
"56",0.000351535036325287
"57",0.000261728718183603
"58",0.000771853090628417
"59",0.000172830971310059
"60",0.00557347028146025
"61",0.000478011472275335
"62",0.00178491744756805
"63",0.00055754309343493
"64",0.00169595326706553
"65",0.00188746018638669
"66",0.000324851109907959
"67",0.376039031441995
"68",0.00218424070332551
"69",0.000109223963737644
"70",0.000575643101277208
"71",0.00215009016507144
"72",0.0249185077870337
"73",0.0256267735424041
"74",0.0267152398299939
"75",0
"76",0.0008586242198078
"77",0.000108113952105519
"78",0.00684642438452521
"79",0.000719539494723377
"80",0.00163574534027808
"81",0.00025537348371994
"82",0.00167245593721858
"83",0.198687513230713
"84",0.000390243902439024
"85",0.0105625717566016
"86",0.00217162634454209
"87",0.0560754070265638
"88",0.043610954943378
"89",7.57059580588992e-05
"90",0.0241324291982449
"91",0.0143178096797532
"92",0.00015232872538939
"93",0.00143830431491294
"94",0.0108517533957248
"95",0.00274442538593482
"96",0.0255682649270105
"97",0.00145731031205449
"98",8.68432479374729e-05
"99",0
"100",0
"101",0.00611528822055138
"102",0.000338395160949198
"103",0.000457540263543192
"104",0.00262206148282098
"105",0.00107682471312717
"106",0.024233244982961
"107",0.00104575163398693
"108",0.00131480651426864
"109",0.000284738041002278
"110",0.00424460431654676
"111",0.00272027882857993
"112",0
"113",0.0046675258629698
"114",0.000562565297757775
"115",0.000964475164764507
"116",0.000238312745760019
"117",7.6283469372187e-05
"118",0.406610115236876
"119",0.0267152398299939
"120",0.00145731031205449
"121",9.17978611098361e-05
"122",0
"123",0
"124",0.000427647404714813
"125",0.000178587373872667
"126",0.000388104594188134
"127",0.000191598409733199
"128",0.000210718550256374
"129",0.00308712929817071
"130",0
"131",0.00608280057103842
"132",0.000148959147953674
"133",0.00286176902511579
"134",0.00143600789804344
"135",0
"136",0.395397946552101
"137",0.00143805777608595
"138",8.45987902372996e-05
"139",0.000120177863237592
"140",0
"141",0.000121528832715562
"142",0
"143",8.68432479374729e-05
"144",9.17978611098361e-05
"145",0
"146",0.0389327525183773
"147",0
"148",0.000288537834523552
"149",0
"150",0
"151",0.000300917799287828
"152",9.12658574427307e-05
"153",0
"154",0.00658589099506058
"155",0
"156",0.000443901897680613
"157",0.000581860498945378
"158",0
"159",0.000316940468015424
"160",0.00105904156738152
"161",0.000397193168277506
"162",0.000355271338484768
"163",0.000933825714164438
"164",0.000179107150852998
"165",0.0008586242198078
"166",0
"167",0
"168",0
"169",0
"170",0
"171",0.00212776736410152
"172",0
"173",0.000658689208475134
"174",0.000852217702885919
"175",0
"176",0.00919661039216974
"177",0
"178",8.26651235843598e-05
"179",0
"180",0
"181",0.452012676789177
"182",8.06224049663401e-05
"183",0
"184",0
"185",0
"186",0
"187",0
"188",0.000108113952105519
"189",0
"190",0
"191",0.0389327525183773
"192",0
"193",0.00046882325363338
"194",0
"195",0
"196",0
"197",0
"198",0
"199",0
"200",0.0017996738091221
"201",0
"202",0.000495212941564873
"203",0
"204",0
"205",0
"206",0.000217344055640078
"207",0
"208",0
"209",0
"210",0.0010465724751439
"211",0.00684642438452521
"212",0.00621553884711779
"213",0.000427647404714813
"214",0
"215",0
"216",0.00046882325363338
"217",0
"218",0.011335852411647
"219",0.00302310516087238
"220",0
"221",0.0212381862588935
"222",0.0015956598053295
"223",9.70543989906343e-05
"224",0.00459377871111694
"225",0.00535403560433677
"226",0.0097478676539507
"227",0
"228",0.000630875023657813
"229",0.00764881942135018
"230",0
"231",0.0213296238335362
"232",0.0707335738493495
"233",0.000351535036325287
"234",0.000719539494723377
"235",0.000338395160949198
"236",0.000178587373872667
"237",0.000288537834523552
"238",0.00212776736410152
"239",0
"240",0
"241",0
"242",0.00108083069559175
"243",0.225012165450122
"244",0
"245",0.000602530628640289
"246",0
"247",0
"248",0
"249",0.000139275766016713
"250",0.00239355001259763
"251",0.000614062020264047
"252",0
"253",0.00305401794235541
"254",0
"255",0
"256",0.000261728718183603
"257",0.00163574534027808
"258",0.000457540263543192
"259",0.000388104594188134
"260",0
"261",0
"262",0
"263",0.011335852411647
"264",0
"265",0.028474212034384
"266",0
"267",0.0055930568948891
"268",0.00856478649210816
"269",0
"270",0.353593093793747
"271",0.000474833808167142
"272",0.00047713717693837
"273",0
"274",0.000337894914681534
"275",0.000143533802210421
"276",0
"277",0.0236460717009916
"278",0.00190782805699636
"279",0.000771853090628417
"280",0.00025537348371994
"281",0.00262206148282098
"282",0.000191598409733199
"283",0
"284",0.000658689208475134
"285",0
"286",0.00302310516087238
"287",0.00108083069559175
"288",0.028474212034384
"289",0.00220715749645278
"290",9.52199581032184e-05
"291",0.0500177788313381
"292",0
"293",0.0133272058823529
"294",0.0018700327255727
"295",0
"296",0.00139324277255312
"297",0.000887853060318517
"298",0.00112691928440625
"299",0.143279797125951
"300",0.135025076085559
"301",0.0239638900287238
"302",0.000172830971310059
"303",0.00167245593721858
"304",0.00107682471312717
"305",0.000210718550256374
"306",0.000300917799287828
"307",0.000852217702885919
"308",0
"309",0
"310",0.225109489051095
"311",0
"312",0.00220715749645278
"313",0
"314",0.00249469876512411
"315",6.58457891617831e-05
"316",0
"317",0.00210449633736695
"318",9.78665100802505e-05
"319",0.00100218658892128
"320",0.0010149113904286
"321",0
"322",0.00789244252741706
"323",0
"324",0.000151831467071551
"325",0.00549384927743939
"326",0.198627029969456
"327",0.0242963523917708
"328",0.00308712929817071
"329",9.12658574427307e-05
"330",0
"331",0
"332",0.0212381862588935
"333",0
"334",0.00540019286403086
"335",9.52199581032184e-05
"336",0
"337",0.000111055583319451
"338",0.00432779993199171
"339",0.00548554484803558
"340",0.0587618048268625
"341",0.0389094641024497
"342",0
"343",0.00362410756351249
"344",0.0229701304164914
"345",0
"346",0.00219831985553898
"347",0.00580635796196836
"348",0.000478011472275335
"349",0.000390243902439024
"350",0.00104575163398693
"351",0
"352",0
"353",0.00919661039216974
"354",0
"355",0.0015956598053295
"356",0.000602530628640289
"357",0.00856478649210816
"358",0.0495436766623207
"359",0.00249469876512411
"360",0.000111055583319451
"361",0
"362",0.00319156317213627
"363",0
"364",0
"365",0.0140845070422535
"366",0.000532410488486623
"367",0
"368",0.0032139987501116
"369",0
"370",0
